1;502.00;10.20;2068.00;big
1;522.00;10.32;2013.00;big
2;379.00;9.90;1904.00;big
2;432.00;10.10;1953.00;big
3;566.00;11.12;1955.00;big
3;589.00;10.07;1913.00;big
4;617.00;9.90;1856.00;big
4;643.00;10.00;1885.00;big
5;521.00;10.82;1893.00;big
5;551.00;10.32;1851.00;big
6;752.00;9.95;1834.00;big
6;775.00;9.90;1881.00;big
7;647.00;10.28;1615.00;big
7;769.00;10.30;1628.00;big
8;745.00;10.12;1746.00;big
8;601.00;10.10;1733.00;big
9;891.00;11.53;1753.00;big
9;970.00;10.93;1762.00;big
10;904.00;9.90;1990.00;big
10;848.00;10.50;1855.00;big
11;964.00;10.10;1927.00;big
11;984.00;10.18;1857.00;big
12;557.00;11.70;1411.00;big
12;646.00;11.48;1514.00;big
13;470.00;10.50;1342.00;big
13;392.00;10.43;1412.00;big
14;409.00;12.25;1522.00;big
14;515.00;12.18;1510.00;big
15;1248.00;10.00;1995.00;big
15;1309.00;9.98;2074.00;big
16;1247.00;10.20;1891.00;big
16;1190.00;10.40;1831.00;big
17;1085.00;10.10;1874.00;big
17;1143.00;10.07;1927.00;big
18;806.00;13.00;2173.00;big
18;902.00;11.20;2187.00;big
19;937.00;11.28;2325.00;big
19;1182.00;10.82;2473.00;big
20;979.00;10.32;2074.00;big
20;1062.00;9.90;2116.00;big
21;1010.00;10.65;2250.00;big
21;1117.00;10.70;2357.00;big
22;893.00;10.70;1440.00;big
22;1107.00;11.65;1433.00;big
23;1004.00;12.15;1552.00;big
23;1018.00;10.25;1503.00;big
24;957.00;9.90;1609.00;big
24;877.00;10.10;1632.00;big
25;1040.00;13.18;1718.00;big
25;879.00;16.15;1693.00;big
26;1107.00;10.50;1787.00;big
26;1021.00;11.07;1799.00;big
27;1151.00;10.57;1759.00;big
27;1216.00;11.68;1759.00;big
28;1290.00;12.78;1686.00;big
28;1164.00;10.18;1698.00;big
29;1224.00;12.65;1558.00;big
29;1122.00;10.68;1626.00;big
30;1417.00;10.38;1699.00;big
30;1372.00;10.00;1581.00;big
31;1324.00;9.93;1468.00;big
31;1309.00;11.53;1366.00;big
32;1451.00;10.20;1931.00;big
32;1349.00;10.20;1928.00;big
33;1330.00;10.73;1784.00;big
33;1511.00;10.10;1815.00;big
34;1607.00;9.90;1656.00;big
34;1680.00;10.20;1757.00;big
35;1290.00;10.10;2237.00;big
35;1268.00;10.30;2396.00;big
36;2061.00;9.90;1452.00;big
36;1960.00;11.10;1493.00;big
37;1565.00;12.28;1407.00;big
37;1797.00;14.18;1394.00;big
38;1965.00;10.10;1577.00;big
38;1788.00;10.65;1602.00;big
39;1774.00;10.00;1696.00;big
39;1850.00;10.10;1652.00;big
40;4525.00;10.93;1339.00;big
40;4554.00;10.68;1267.00;big
41;4454.00;10.38;1387.00;big
41;4441.00;13.10;1465.00;big
42;1465.00;10.10;2298.00;big
42;1915.00;10.57;2306.00;big
43;1752.00;10.20;1863.00;big
43;1671.00;10.38;1863.00;big
44;1410.00;10.10;2137.00;big
44;1504.00;10.10;2154.00;big
45;1560.00;10.38;1978.00;big
45;1705.00;10.18;2011.00;big
46;1838.00;10.15;2005.00;big
46;1926.00;10.18;2068.00;big
47;1903.00;10.15;1818.00;big
47;1981.00;10.12;1957.00;big
48;2274.00;10.55;1990.00;big
48;2111.00;10.28;2055.00;big
49;2853.00;10.32;1967.00;big
49;2440.00;10.10;2274.00;big
50;2947.00;11.00;2333.00;big
50;3497.00;11.85;1994.00;big
51;3744.00;11.78;2346.00;big
51;4547.00;10.38;2153.00;big
52;3518.00;15.10;1688.00;big
52;4034.00;12.10;1611.00;big
53;4304.00;10.25;1689.00;big
53;4312.00;10.28;1515.00;big
54;2353.00;10.40;1821.00;big
54;2777.00;11.57;1801.00;big
55;2421.00;10.10;1486.00;big
55;2754.00;11.62;1480.00;big
56;1774.00;11.70;1208.00;big
56;1999.00;9.90;1182.00;big
57;2452.00;10.20;752.00;big
57;2108.00;12.35;524.00;big
58;2106.00;11.75;797.00;big
58;1903.00;12.65;921.00;big
59;2871.00;11.82;1171.00;big
59;2767.00;9.90;978.00;big
60;2607.00;16.75;1186.00;big
60;2727.00;19.20;1269.00;big
61;2417.00;18.23;1070.00;big
61;2156.00;14.57;1257.00;big
62;3132.00;11.50;412.00;big
62;3106.00;11.38;633.00;big
63;3209.00;10.10;902.00;big
63;2997.00;10.80;965.00;big
64;3953.00;12.45;727.00;big
64;4064.00;9.95;423.00;big
65;3718.00;10.12;626.00;big
65;3692.00;10.30;794.00;big
66;3860.00;10.10;263.00;big
66;3905.00;10.48;541.00;big
67;4641.00;10.62;304.00;big
67;4549.00;11.65;512.00;big
68;1588.00;10.18;881.00;big
68;1599.00;10.03;1062.00;big
69;1878.00;15.07;332.00;big
69;2091.00;11.38;208.00;big
70;1295.00;10.20;973.00;big
70;1054.00;11.43;1028.00;big
71;3316.00;10.38;759.00;big
71;3484.00;9.90;868.00;big
72;3513.00;21.05;1035.00;big
72;3276.00;22.77;1118.00;big
73;450.00;13.98;1173.00;big
73;239.00;10.50;949.00;big
74;679.00;10.45;918.00;big
74;751.00;11.40;1219.00;big
75;925.00;10.10;1212.00;big
75;912.00;11.55;1300.00;big
76;575.00;10.55;630.00;big
76;391.00;10.57;456.00;big
77;240.00;10.38;683.00;big
77;1.00;9.50;1981.00;big
78;825.00;10.32;327.00;big
78;385.00;10.80;302.00;big
79;983.00;10.80;670.00;big
79;808.00;10.82;501.00;big
80;1651.00;10.70;570.00;big
80;1559.00;10.80;289.00;big
81;1906.00;10.80;52.00;big
81;1714.00;12.57;60.00;big
82;1215.00;10.57;517.00;big
82;1197.00;11.40;192.00;big
83;4199.00;10.48;918.00;big
83;3925.00;15.65;904.00;big
84;4131.00;9.90;1338.00;big
84;4254.00;9.90;1150.00;big
85;3143.00;12.20;1504.00;big
85;3883.00;14.80;1189.00;big
86;4763.00;9.50;1239.00;big
86;4685.00;11.00;1160.00;big
87;4834.00;10.48;1549.00;big
87;4878.00;12.70;1316.00;big
88;1782.00;9.50;894.00;big
88;1912.00;9.50;633.00;big
89;2218.00;9.50;1013.00;big
89;2307.00;9.50;926.00;big
90;1021.00;9.50;2005.00;big
90;1162.00;9.50;2175.00;big
91;1726.00;9.50;1552.00;big
91;1518.00;9.50;1555.00;big
92;1381.00;9.65;1439.00;big
92;1395.00;9.53;1348.00;big
93;1483.00;9.50;1467.00;big
93;1452.00;9.50;1466.00;big
94;1148.00;9.50;1488.00;big
94;1053.00;9.50;1571.00;big
95;1458.00;9.50;1194.00;big
95;1636.00;10.75;1249.00;big
96;939.00;9.50;1453.00;big
96;1035.00;9.50;1426.00;big
97;1017.00;9.50;1239.00;big
97;1217.00;9.50;1256.00;big
98;611.00;9.50;1343.00;big
98;783.00;9.50;1441.00;big
99;1599.00;9.50;2323.00;big
99;1486.00;9.50;2339.00;big
100;1442.00;9.50;2495.00;big
100;1755.00;9.50;2470.00;big
101;2101.00;9.50;1628.00;big
101;2187.00;9.50;1382.00;big
102;1977.00;9.50;2543.00;big
102;2140.00;9.50;2515.00;big
103;4886.00;9.50;1771.00;big
103;4614.00;9.50;2029.00;big
104;4680.00;9.50;1395.00;big
104;4671.00;9.50;1594.00;big
105;5061.00;9.50;1959.00;big
105;5037.00;9.50;2106.00;big
106;5073.00;9.50;2431.00;big
106;4923.00;9.50;2500.00;big
107;4257.00;9.50;2522.00;big
107;4652.00;9.50;2513.00;big
108;2254.00;9.50;481.00;big
108;2094.00;9.50;401.00;big
109;675.00;9.50;91.00;big
109;859.00;9.50;52.00;big
110;4420.00;9.50;1263.00;big
110;4282.00;9.50;1379.00;big
111;4483.00;14.35;870.00;big
111;4578.00;9.50;1079.00;big
112;3976.00;9.50;281.00;big
112;3887.00;9.50;400.00;big
113;3984.00;9.93;56.00;big
113;3924.00;12.20;143.00;big
114;2516.00;9.50;626.00;big
114;2814.00;9.50;630.00;big
115;3803.00;9.50;165.00;big
115;3742.00;9.50;436.00;big
116;3377.00;9.50;419.00;big
116;3516.00;9.50;613.00;big
117;3078.00;9.50;255.00;big
117;3235.00;10.10;242.00;big
118;2843.00;9.50;190.00;big
118;2392.00;9.50;200.00;big
119;3659.00;9.50;123.00;big
